Year,DwellRecType,DwellStatus,Area,Count
2006,1,21,020,186
2006,1,21,021,1536
2006,1,21,022,732
2006,1,21,023,1383
2006,1,21,024,555
2006,1,21,025,543
2006,1,21,026,69
2006,1,21,027,336
2006,1,21,028,537
2006,1,21,029,159
2006,1,21,030,615
2006,1,21,031,588
2006,1,21,032,213
2006,1,21,033,879
2006,1,21,034,114
2006,1,21,035,243
2006,1,21,036,408
2006,1,21,037,474
2006,1,21,038,171
2006,1,21,039,315
2006,1,21,040,687
2006,1,21,041,240
2006,1,21,042,579
2006,1,21,043,1230
2006,1,21,044,291
2006,1,21,045,270
2006,1,21,046,735
2006,1,21,047,1677
2006,1,21,048,522
2006,1,21,049,105
2006,1,21,050,150
2006,1,21,051,930
2006,1,21,052,555
2006,1,21,053,792
2006,1,21,054,96
2006,1,21,055,225
2006,1,21,056,228
2006,1,21,057,285
2006,1,21,058,237
2006,1,21,059,372
2006,1,21,060,3597
2006,1,21,062,471
2006,1,21,063,315
2006,1,21,064,552
2006,1,21,065,405
2006,1,21,066,129
2006,1,21,067,21
2006,1,21,068,942
2006,1,21,069,378
2006,1,21,070,693
2006,1,21,071,1218
2006,1,21,072,327
2006,1,21,073,663
2006,1,21,074,141
2006,1,21,075,576
2006,1,21,076,10026
2006,1,21,999,6
2006,1,21,999999,49122
2006,1,21,777,49116
2006,1,22,001,3519
2006,1,22,002,2448
2006,1,22,003,1614
2006,1,22,011,8946
2006,1,22,012,762
2006,1,22,013,1233
2006,1,22,015,417
2006,1,22,016,1722
2006,1,22,017,525
2006,1,22,018,306
2006,1,22,019,813
2006,1,22,020,543
2006,1,22,021,4047
2006,1,22,022,1842
2006,1,22,023,2907
2006,1,22,024,2340
2006,1,22,025,795
2006,1,22,026,153
2006,1,22,027,462
2006,1,22,028,1062
2006,1,22,029,654
2006,1,22,030,1305
2006,1,22,031,735
2006,1,22,032,468
2006,1,22,033,1083
2006,1,22,034,225
2006,1,22,035,840
2006,1,22,036,1392
2006,1,22,037,978
2006,1,22,038,600
2006,1,22,039,669
2006,1,22,040,1020
2006,1,22,041,573
2006,1,22,042,1602
2006,1,22,043,1815
2006,1,22,044,513
2006,1,22,045,435
2006,1,22,046,1062
2006,1,22,047,2406
2006,1,22,048,729
2006,1,22,049,252
2006,1,22,050,897
2006,1,22,051,1605
2006,1,22,052,630
2006,1,22,053,2628
2006,1,22,054,351
2006,1,22,055,603
2006,1,22,056,621
2006,1,22,057,351
2006,1,22,058,1026
2006,1,22,059,552
2006,1,22,060,5844
2006,1,22,062,732
2006,1,22,063,849
2006,1,22,064,888
2006,1,22,065,729
2006,1,22,066,366
2006,1,22,067,30
2006,1,22,068,804
2006,1,22,069,1533
2006,1,22,070,3147
2006,1,22,071,2394
2006,1,22,072,1191
2006,1,22,073,1887
2006,1,22,074,336
2006,1,22,075,999
2006,1,22,076,23304
2006,1,22,999,36
2006,1,22,999999,110151
2006,1,22,777,110112
2006,1,31,001,330
2006,1,31,002,372
2006,1,31,003,117
2006,1,31,011,240
2006,1,31,012,60
2006,1,31,013,276
2006,1,31,015,78
2006,1,31,016,486
2006,1,31,017,198
2006,1,31,018,33
2006,1,31,019,48
2006,1,31,020,21
2006,1,31,021,147
2006,1,31,022,192
2006,1,31,023,447
2006,1,31,024,165
2006,1,31,025,90
2006,1,31,026,6
2006,1,31,027,24
2006,1,31,028,84
2006,1,31,029,15
2006,1,31,030,273
2006,1,31,031,150
2006,1,31,032,42
2006,1,31,033,273
2006,1,31,034,12
2006,1,31,035,63
2006,1,31,036,60
2006,1,31,037,78
2006,1,31,038,21
2006,1,31,039,93
2006,1,31,040,195
2006,1,31,041,30
2006,1,31,042,111
2006,1,31,043,171
2006,1,31,044,108
2006,1,31,045,144
2006,1,31,046,171
2006,1,31,047,381
2006,1,31,048,123
2006,1,31,049,42
2006,1,31,050,57
2006,1,31,051,159
2006,1,31,052,141
2006,1,31,053,255
2006,1,31,054,18
2006,1,31,055,48
2006,1,31,056,57
2006,1,31,057,39
2006,1,31,058,63
2006,1,31,059,225
2006,1,31,060,930
2006,1,31,062,261
2006,1,31,063,102
2006,1,31,064,117
2006,1,31,065,48
2006,1,31,066,21
2006,1,31,067,0
2006,1,31,068,66
2006,1,31,069,117
2006,1,31,070,339
2006,1,31,071,240
2006,1,31,072,63
2006,1,31,073,99
2006,1,31,074,30
2006,1,31,075,123
2006,1,31,076,3978
2006,1,31,999,0
2006,1,31,999999,13557
2006,1,31,777,13557
2006,2,21,001,
2006,2,21,002,
2006,2,21,003,
2006,2,21,011,
2006,2,21,012,
2006,2,21,013,
2006,2,21,015,
2006,2,21,016,
2006,2,21,017,
2006,2,21,018,
2006,2,21,019,
2006,2,21,020,
2006,2,21,021,
2006,2,21,022,
2006,2,21,023,
2006,2,21,024,
2006,2,21,025,
2006,2,21,026,
2006,2,21,027,
2006,2,21,028,
2006,2,21,029,
2006,2,21,030,
2006,2,21,031,
2006,2,21,032,
2006,2,21,033,
2006,2,21,034,
2006,2,21,035,
2006,2,21,036,
2006,2,21,037,
2006,2,21,038,
2006,2,21,039,
2006,2,21,040,
2006,2,21,041,
2006,2,21,042,
2006,2,21,043,
2006,2,21,044,
2006,2,21,045,
2006,2,21,046,
2006,2,21,047,
2006,2,21,048,
2006,2,21,049,
2006,2,21,050,
2006,2,21,051,
2006,2,21,052,
2006,2,21,053,
2006,2,21,054,
2006,2,21,055,
2006,2,21,056,
2006,2,21,057,
2006,2,21,058,
2006,2,21,059,
2006,2,21,060,
2006,2,21,062,
2006,2,21,063,
2006,2,21,064,
2006,2,21,065,
2006,2,21,066,
2006,2,21,067,
2006,2,21,068,
2006,2,21,069,
2006,2,21,070,
2006,2,21,071,
2006,2,21,072,
2006,2,21,073,
2006,2,21,074,
2006,2,21,075,
2006,2,21,076,
2006,2,21,999,
2006,2,21,999999,
2006,2,21,777,
2006,2,22,001,
2006,2,22,002,
2006,2,22,003,
2006,2,22,011,
2006,2,22,012,
2006,2,22,013,
2006,2,22,015,
2006,2,22,016,
2006,2,22,017,
2006,2,22,018,
2006,2,22,019,
2006,2,22,020,
2006,2,22,021,
2006,2,22,022,
2006,2,22,023,
2006,2,22,024,
2006,2,22,025,
2006,2,22,026,
2006,2,22,027,
2006,2,22,028,
2006,2,22,029,
2006,2,22,030,
2006,2,22,031,
2006,2,22,032,
2006,2,22,033,
2006,2,22,034,
2006,2,22,035,
2006,2,22,036,
2006,2,22,037,
2006,2,22,038,
2006,2,22,039,
2006,2,22,040,
2006,2,22,041,
2006,2,22,042,
2006,2,22,043,
2006,2,22,044,
2006,2,22,045,
2006,2,22,046,
2006,2,22,047,
2006,2,22,048,
2006,2,22,049,
2006,2,22,050,
2006,2,22,051,
2006,2,22,052,
2006,2,22,053,
2006,2,22,054,
2006,2,22,055,
2006,2,22,056,
2006,2,22,057,
2006,2,22,058,
2006,2,22,059,
2006,2,22,060,
2006,2,22,062,
2006,2,22,063,
2006,2,22,064,
2006,2,22,065,
2006,2,22,066,
2006,2,22,067,
2006,2,22,068,
2006,2,22,069,
2006,2,22,070,
2006,2,22,071,
2006,2,22,072,
2006,2,22,073,
2006,2,22,074,
2006,2,22,075,
2006,2,22,076,
2006,2,22,999,
2006,2,22,999999,
2006,2,22,777,
2006,2,31,001,
2006,2,31,002,
2006,2,31,003,
2006,2,31,011,
2006,2,31,012,
2006,2,31,013,
2006,2,31,015,
2006,2,31,016,
2006,2,31,017,
2006,2,31,018,
2006,2,31,019,
2006,2,31,020,
2006,2,31,021,
2006,2,31,022,
2006,2,31,023,
2006,2,31,024,
2006,2,31,025,
2006,2,31,026,
2006,2,31,027,
2006,2,31,028,
2006,2,31,029,
2006,2,31,030,
2006,2,31,031,
2006,2,31,032,
2006,2,31,033,
2006,2,31,034,
2006,2,31,035,
2006,2,31,036,
2006,2,31,037,
2006,2,31,038,
2006,2,31,039,
2006,2,31,040,
2006,2,31,041,
2006,2,31,042,
2006,2,31,043,
2006,2,31,044,
2006,2,31,045,
2006,2,31,046,
2006,2,31,047,
2006,2,31,048,
2006,2,31,049,
2006,2,31,050,
2006,2,31,051,
2006,2,31,052,
2006,2,31,053,
2006,2,31,054,
2006,2,31,055,
2006,2,31,056,
2006,2,31,057,
2006,2,31,058,
2006,2,31,059,
2006,2,31,060,
2006,2,31,062,
2006,2,31,063,
2006,2,31,064,
2006,2,31,065,
2006,2,31,066,
2006,2,31,067,
2006,2,31,068,
2006,2,31,069,
2006,2,31,070,
2006,2,31,071,
2006,2,31,072,
2006,2,31,073,
2006,2,31,074,
2006,2,31,075,
2006,2,31,076,
2006,2,31,999,
2006,2,31,999999,
2006,2,31,777,
2006,99,21,001,
2006,99,21,002,
2006,99,21,003,
2006,99,21,011,
2006,99,21,012,
2006,99,21,013,
2006,99,21,015,
2006,99,21,016,
2006,99,21,017,
2006,99,21,018,
2006,99,21,019,
2006,99,21,020,
2006,99,21,021,
2006,99,21,022,
2006,99,21,023,
2006,99,21,024,
2006,99,21,025,
2006,99,21,026,
2006,99,21,027,
2006,99,21,028,
2006,99,21,029,
2006,99,21,030,
2006,99,21,031,
2006,99,21,032,
2006,99,21,033,
2006,99,21,034,
2006,99,21,035,
2006,99,21,036,
2006,99,21,037,
2006,99,21,038,
2006,99,21,039,
2006,99,21,040,
2006,99,21,041,
2006,99,21,042,
2006,99,21,043,
2006,99,21,044,
2006,99,21,045,
2006,99,21,046,
2006,99,21,047,
2006,99,21,048,
2006,99,21,049,
2006,99,21,050,
2006,99,21,051,
2006,99,21,052,
2006,99,21,053,
2006,99,21,054,
2006,99,21,055,
2006,99,21,056,
2006,99,21,057,
2006,99,21,058,
2006,99,21,059,
2006,99,21,060,
2006,99,21,062,
2006,99,21,063,
2006,99,21,064,
2006,99,21,065,
2006,99,21,066,
2006,99,21,067,
2006,99,21,068,
2006,99,21,069,
2006,99,21,070,
2006,99,21,071,
2006,99,21,072,
2006,99,21,073,
2006,99,21,074,
2006,99,21,075,
2006,99,21,076,
2006,99,21,999,
2006,99,21,999999,
2006,99,21,777,
2006,99,22,001,
2006,99,22,002,
2006,99,22,003,
2006,99,22,011,
2006,99,22,012,
2006,99,22,013,
2006,99,22,015,
2006,99,22,016,
2006,99,22,017,
2006,99,22,018,
2006,99,22,019,
2006,99,22,020,
2006,99,22,021,
2006,99,22,022,
2006,99,22,023,
2006,99,22,024,
2006,99,22,025,
2006,99,22,026,
2006,99,22,027,
2006,99,22,028,
2006,99,22,029,
2006,99,22,030,
2006,99,22,031,
2006,99,22,032,
2006,99,22,033,
2006,99,22,034,
2006,99,22,035,
2006,99,22,036,
2006,99,22,037,
2006,99,22,038,
2006,99,22,039,
2006,99,22,040,
2006,99,22,041,
2006,99,22,042,
2006,99,22,043,
2006,99,22,044,
2006,99,22,045,
2006,99,22,046,
2006,99,22,047,
2006,99,22,048,
2006,99,22,049,
2006,99,22,050,
2006,99,22,051,
2006,99,22,052,
2006,99,22,053,
2006,99,22,054,
2006,99,22,055,
2006,99,22,056,
2006,99,22,057,
2006,99,22,058,
2006,99,22,059,
2006,99,22,060,
2006,99,22,062,
2006,99,22,063,
2006,99,22,064,
2006,99,22,065,
2006,99,22,066,
2006,99,22,067,
2006,99,22,068,
2006,99,22,069,
2006,99,22,070,
2006,99,22,071,
2006,99,22,072,
2006,99,22,073,
2006,99,22,074,
2006,99,22,075,
2006,99,22,076,
2006,99,22,999,
2006,99,22,999999,
2006,99,22,777,
2006,99,31,001,
2006,99,31,002,
2006,99,31,003,
2006,99,31,011,
2006,99,31,012,
2006,99,31,013,
2006,99,31,015,
2006,99,31,016,
2006,99,31,017,
2006,99,31,018,
2006,99,31,019,
2006,99,31,020,
2006,99,31,021,
2006,99,31,022,
2006,99,31,023,
2006,99,31,024,
2006,99,31,025,
2006,99,31,026,
2006,99,31,027,
2006,99,31,028,
2006,99,31,029,
2006,99,31,030,
2006,99,31,031,
2006,99,31,032,
2006,99,31,033,
2006,99,31,034,
2006,99,31,035,
2006,99,31,036,
2006,99,31,037,
2006,99,31,038,
2006,99,31,039,
2006,99,31,040,
2006,99,31,041,
2006,99,31,042,
2006,99,31,043,
2006,99,31,044,
2006,99,31,045,
2006,99,31,046,
2006,99,31,047,
2006,99,31,048,
2006,99,31,049,
2006,99,31,050,
2006,99,31,051,
2006,99,31,052,
2006,99,31,053,
2006,99,31,054,
2006,99,31,055,
2006,99,31,056,
2006,99,31,057,
2006,99,31,058,
2006,99,31,059,
2006,99,31,060,
2006,99,31,062,
2006,99,31,063,
2006,99,31,064,
2006,99,31,065,
2006,99,31,066,
2006,99,31,067,
2006,99,31,068,
2006,99,31,069,
2006,99,31,070,
2006,99,31,071,
2006,99,31,072,
2006,99,31,073,
2006,99,31,074,
2006,99,31,075,
2006,99,31,076,
2006,99,31,999,
2006,99,31,999999,
2006,99,31,777,
2006,1,2,001,4722
2006,1,2,002,4056
2006,1,2,003,2319
2006,1,2,011,10920
2006,1,2,012,1026
2006,1,2,013,1914
2006,1,2,015,696
2006,1,2,016,2589
2006,1,2,017,900
2006,1,2,018,567
2006,1,2,019,996
2006,1,2,020,729
2006,1,2,021,5583
2006,1,2,022,2574
2006,1,2,023,4290
2006,1,2,024,2895
2006,1,2,025,1338
2006,1,2,026,222
2006,1,2,027,798
2006,1,2,028,1599
2006,1,2,029,813
2006,1,2,030,1920
2006,1,2,031,1323
2006,1,2,032,681
2006,1,2,033,1962
2006,1,2,034,339
2006,1,2,035,1083
2006,1,2,036,1800
2006,1,2,037,1452
2006,1,2,038,771
2006,1,2,039,984
2006,1,2,040,1707
2006,1,2,041,813
2006,1,2,042,2181
2006,1,2,043,3045
2006,1,2,044,804
2006,1,2,045,705
2006,1,2,046,1797
2006,1,2,047,4083
2006,1,2,048,1251
2006,1,2,049,357
2006,1,2,050,1047
2006,1,2,051,2535
2006,1,2,052,1185
2006,1,2,053,3420
2006,1,2,054,447
2006,1,2,055,828
